index_code,expenditure_on _education_pct_gdp,mortality_rate_infant,gini_index,gdp_per_capita_ppp,inflation_consumer_prices,intentional_homicides,unemployment,gross_fixed_capital_formation,population_density,suicide_mortality_rate,tax_revenue,taxes_on_income_profits_capital,alcohol_consumption_per_capita,government_health_expenditure_pct_gdp,urban_population_pct_total,country,time,sex,rating
AUS-2012,4.86667013168335,3.6,,42866.60432950846,1.76278015613196,1.06910609399713,5.225,27.40416776604222,2.959200369680955,11.7,21.09748329615445,65.51730988641718,,6.17947626,85.402,AUS,2012,GIRL,497.821
AUS-2012,4.86667013168335,3.6,,42866.60432950846,1.76278015613196,1.06910609399713,5.225,27.40416776604222,2.959200369680955,11.7,21.09748329615445,65.51730988641718,,6.17947626,85.402,AUS,2012,TOT,504.0
AUS-2015,5.3155198097229,3.3,,46292.09543911793,1.50836672165921,0.990754226978393,6.055,26.202336014594398,3.1001125964880307,13.2,21.86642359083,64.89343285454432,10.3903,7.23406696,85.701,AUS,2015,BOY,497.0
AUS-2015,5.3155198097229,3.3,,46292.09543911793,1.50836672165921,0.990754226978393,6.055,26.202336014594398,3.1001125964880307,13.2,21.86642359083,64.89343285454432,10.3903,7.23406696,85.701,AUS,2015,GIRL,491.0
AUS-2015,5.3155198097229,3.3,,46292.09543911793,1.50836672165921,0.990754226978393,6.055,26.202336014594398,3.1001125964880307,13.2,21.86642359083,64.89343285454432,10.3903,7.23406696,85.701,AUS,2015,TOT,494.0
AUS-2018,5.12431001663208,3.2,34.3,50251.335338146906,1.91140094445691,0.884735037869462,5.3,24.365257670254937,3.245344915899855,12.4,23.177203056825377,65.1641514705453,,7.20352697,86.012,AUS,2018,BOY,494.0
AUS-2018,5.12431001663208,3.2,34.3,50251.335338146906,1.91140094445691,0.884735037869462,5.3,24.365257670254937,3.245344915899855,12.4,23.177203056825377,65.1641514705453,,7.20352697,86.012,AUS,2018,GIRL,488.0
AUS-2018,5.12431001663208,3.2,34.3,50251.335338146906,1.91140094445691,0.884735037869462,5.3,24.365257670254937,3.245344915899855,12.4,23.177203056825377,65.1641514705453,,7.20352697,86.012,AUS,2018,TOT,491.0
AUT-2003,5.36183023452759,4.3,29.5,32145.87051081063,1.35555370896452,0.615755660272331,4.779,24.108115647526553,98.4176320891905,18.2,26.646969932088187,28.216838924985225,,6.98268557,59.375,AUT,2003,BOY,509.0
AUT-2003,5.36183023452759,4.3,29.5,32145.87051081063,1.35555370896452,0.615755660272331,4.779,24.108115647526553,98.4176320891905,18.2,26.646969932088187,28.216838924985225,,6.98268557,59.375,AUT,2003,GIRL,502.0
AUT-2003,5.36183023452759,4.3,29.5,32145.87051081063,1.35555370896452,0.615755660272331,4.779,24.108115647526553,98.4176320891905,18.2,26.646969932088187,28.216838924985225,,6.98268557,59.375,AUT,2003,TOT,506.0
AUT-2006,5.22652006149292,3.9,29.6,37659.73297310904,1.4415485111902,0.737805332723898,5.32,22.600755830918352,100.20166020358701,16.4,25.050442556682185,27.146682747217742,,6.9434433,58.532,AUT,2006,BOY,517.0
AUT-2006,5.22652006149292,3.9,29.6,37659.73297310904,1.4415485111902,0.737805332723898,5.32,22.600755830918352,100.20166020358701,16.4,25.050442556682185,27.146682747217742,,6.9434433,58.532,AUT,2006,GIRL,494.0
AUT-2006,5.22652006149292,3.9,29.6,37659.73297310904,1.4415485111902,0.737805332723898,5.32,22.600755830918352,100.20166020358701,16.4,25.050442556682185,27.146682747217742,,6.9434433,58.532,AUT,2006,TOT,505.0
AUT-2012,5.48040008544922,3.3,30.5,46457.345777031136,2.48567562177015,0.960895526159402,4.909,22.64929278565803,102.15694377120698,16.3,25.928197640920043,26.99328873564254,,7.43251085,57.147,AUT,2012,BOY,516.682
AUT-2012,5.48040008544922,3.3,30.5,46457.345777031136,2.48567562177015,0.960895526159402,4.909,22.64929278565803,102.15694377120698,16.3,25.928197640920043,26.99328873564254,,7.43251085,57.147,AUT,2012,GIRL,494.462
AUT-2012,5.48040008544922,3.3,30.5,46457.345777031136,2.48567562177015,0.960895526159402,4.909,22.64929278565803,102.15694377120698,16.3,25.928197640920043,26.99328873564254,,7.43251085,57.147,AUT,2012,TOT,506.0
AUT-2015,5.45658016204834,3.0,30.5,49865.90394241847,0.89656333526032,0.509116600545148,5.802,22.696707457706864,104.73459767329132,16.0,26.826167415542773,28.707798993156548,12.19174,7.51185322,57.715,AUT,2015,BOY,510.0
AUT-2015,5.45658016204834,3.0,30.5,49865.90394241847,0.89656333526032,0.509116600545148,5.802,22.696707457706864,104.73459767329132,16.0,26.826167415542773,28.707798993156548,12.19174,7.51185322,57.715,AUT,2015,GIRL,483.0
AUT-2015,5.45658016204834,3.0,30.5,49865.90394241847,0.89656333526032,0.509116600545148,5.802,22.696707457706864,104.73459767329132,16.0,26.826167415542773,28.707798993156548,12.19174,7.51185322,57.715,AUT,2015,TOT,497.0
AUT-2018,5.22655010223389,2.9,30.8,56937.94428298396,1.9983798142954,0.972794280874553,4.933,24.095129262390834,107.13185894328647,15.7,25.417502121671355,27.48497976529772,,7.705019,58.297,AUT,2018,BOY,505.0
AUT-2018,5.22655010223389,2.9,30.8,56937.94428298396,1.9983798142954,0.972794280874553,4.933,24.095129262390834,107.13185894328647,15.7,25.417502121671355,27.48497976529772,,7.705019,58.297,AUT,2018,GIRL,492.0
AUT-2018,5.22655010223389,2.9,30.8,56937.94428298396,1.9983798142954,0.972794280874553,4.933,24.095129262390834,107.13185894328647,15.7,25.417502121671355,27.48497976529772,,7.705019,58.297,AUT,2018,TOT,499.0
BEL-2003,5.89130210876465,4.4,28.1,30934.441402619766,1.5889639997038,,7.68,20.49418883770353,342.672820343461,21.5,25.076618010940248,36.64782867340868,,6.79239845,97.296,BEL,2003,BOY,533.0
BEL-2003,5.89130210876465,4.4,28.1,30934.441402619766,1.5889639997038,,7.68,20.49418883770353,342.672820343461,21.5,25.076618010940248,36.64782867340868,,6.79239845,97.296,BEL,2003,GIRL,525.0
BEL-2003,5.89130210876465,4.4,28.1,30934.441402619766,1.5889639997038,,7.68,20.49418883770353,342.672820343461,21.5,25.076618010940248,36.64782867340868,,6.79239845,97.296,BEL,2003,TOT,529.0
BEL-2006,5.62658596038818,4.0,28.1,35256.9283814906,1.7912077007046,,8.246,22.325439064559134,348.34735799207397,20.2,25.287750479391914,36.907359037810444,,6.80942583,97.454,BEL,2006,BOY,524.0
BEL-2006,5.62658596038818,4.0,28.1,35256.9283814906,1.7912077007046,,8.246,22.325439064559134,348.34735799207397,20.2,25.287750479391914,36.907359037810444,,6.80942583,97.454,BEL,2006,GIRL,517.0
BEL-2006,5.62658596038818,4.0,28.1,35256.9283814906,1.7912077007046,,8.246,22.325439064559134,348.34735799207397,20.2,25.287750479391914,36.907359037810444,,6.80942583,97.454,BEL,2006,TOT,520.0
BEL-2009,6.45809984207153,3.8,28.6,37749.90918977529,-0.0531456741253769,,7.908,22.784501409634466,356.555250990753,20.6,23.781462787266417,34.09460413894011,,7.87510586,97.603,BEL,2009,BOY,526.0
BEL-2009,6.45809984207153,3.8,28.6,37749.90918977529,-0.0531456741253769,,7.908,22.784501409634466,356.555250990753,20.6,23.781462787266417,34.09460413894011,,7.87510586,97.603,BEL,2009,GIRL,504.0
BEL-2009,6.45809984207153,3.8,28.6,37749.90918977529,-0.0531456741253769,,7.908,22.784501409634466,356.555250990753,20.6,23.781462787266417,34.09460413894011,,7.87510586,97.603,BEL,2009,TOT,515.0
BEL-2012,6.25576496124268,3.5,27.5,42290.76205200192,2.83966343445899,,7.542,22.96188745663556,366.80752972258915,20.8,25.824141250061178,35.36614635594188,,8.02982998,97.744,BEL,2012,BOY,520.081
BEL-2012,6.25576496124268,3.5,27.5,42290.76205200192,2.83966343445899,,7.542,22.96188745663556,366.80752972258915,20.8,25.824141250061178,35.36614635594188,,8.02982998,97.744,BEL,2012,GIRL,508.935
BEL-2012,6.25576496124268,3.5,27.5,42290.76205200192,2.83966343445899,,7.542,22.96188745663556,366.80752972258915,20.8,25.824141250061178,35.36614635594188,,8.02982998,97.744,BEL,2012,TOT,515.0
BEL-2015,6.4515700340271,3.4,27.7,46200.90445430703,0.561429152790065,,8.482,22.963421769161325,372.33143989431966,18.6,24.354537805728516,34.68078381046864,11.2362,8.26213646,97.876,BEL,2015,BOY,514.0
BEL-2015,6.4515700340271,3.4,27.7,46200.90445430703,0.561429152790065,,8.482,22.963421769161325,372.33143989431966,18.6,24.354537805728516,34.68078381046864,11.2362,8.26213646,97.876,BEL,2015,GIRL,500.0
BEL-2015,6.4515700340271,3.4,27.7,46200.90445430703,0.561429152790065,,8.482,22.963421769161325,372.33143989431966,18.6,24.354537805728516,34.68078381046864,11.2362,8.26213646,97.876,BEL,2015,TOT,507.0
BEL-2018,6.38107013702393,3.4,27.2,52530.56208213472,2.05316499865186,,5.948,23.62267384384507,377.37959048877144,18.7,24.008566010536228,34.00175878350077,,8.33381271,98.001,BEL,2018,BOY,514.0
BEL-2018,6.38107013702393,3.4,27.2,52530.56208213472,2.05316499865186,,5.948,23.62267384384507,377.37959048877144,18.7,24.008566010536228,34.00175878350077,,8.33381271,98.001,BEL,2018,GIRL,502.0
BEL-2018,6.38107013702393,3.4,27.2,52530.56208213472,2.05316499865186,,5.948,23.62267384384507,377.37959048877144,18.7,24.008566010536228,34.00175878350077,,8.33381271,98.001,BEL,2018,TOT,508.0
CAN-2003,,5.3,33.8,32349.943660867673,2.75856321360112,1.73627308507896,7.574,20.01240095573433,3.5294975567698277,12.4,13.22893471327173,50.348114846650304,,6.59055662,79.967,CAN,2003,BOY,541.0
CAN-2003,,5.3,33.8,32349.943660867673,2.75856321360112,1.73627308507896,7.574,20.01240095573433,3.5294975567698277,12.4,13.22893471327173,50.348114846650304,,6.59055662,79.967,CAN,2003,GIRL,530.0
CAN-2003,,5.3,33.8,32349.943660867673,2.75856321360112,1.73627308507896,7.574,20.01240095573433,3.5294975567698277,12.4,13.22893471327173,50.348114846650304,,6.59055662,79.967,CAN,2003,TOT,532.0
CAN-2006,,5.2,34.1,38119.41319583971,2.00202539534161,1.86893669521027,6.484,22.885203137298923,3.632909156006465,11.2,13.348220669342112,54.45306798859727,,6.4866991,80.213,CAN,2006,BOY,534.0
CAN-2006,,5.2,34.1,38119.41319583971,2.00202539534161,1.86893669521027,6.484,22.885203137298923,3.632909156006465,11.2,13.348220669342112,54.45306798859727,,6.4866991,80.213,CAN,2006,GIRL,520.0
CAN-2006,,5.2,34.1,38119.41319583971,2.00202539534161,1.86893669521027,6.484,22.885203137298923,3.632909156006465,11.2,13.348220669342112,54.45306798859727,,6.4866991,80.213,CAN,2006,TOT,527.0
CAN-2009,4.84057998657227,5.0,34.0,38865.41345772664,0.299466803009299,1.81580492682648,8.46,22.306969746724757,3.7508847716658913,12.0,12.304385954863829,53.50267418121172,,7.52310753,80.758,CAN,2009,BOY,533.0
CAN-2009,4.84057998657227,5.0,34.0,38865.41345772664,0.299466803009299,1.81580492682648,8.46,22.306969746724757,3.7508847716658913,12.0,12.304385954863829,53.50267418121172,,7.52310753,80.758,CAN,2009,GIRL,521.0
CAN-2009,4.84057998657227,5.0,34.0,38865.41345772664,0.299466803009299,1.81580492682648,8.46,22.306969746724757,3.7508847716658913,12.0,12.304385954863829,53.50267418121172,,7.52310753,80.758,CAN,2009,TOT,527.0
CAN-2012,4.69258737564087,4.8,33.5,42290.96541027452,1.51567823124517,1.58250294806031,7.392,24.494186476065906,3.8719394931064213,11.8,11.664427363103757,53.04289797974289,,7.40953112,81.137,CAN,2012,BOY,523.154
CAN-2012,4.69258737564087,4.8,33.5,42290.96541027452,1.51567823124517,1.58250294806031,7.392,24.494186476065906,3.8719394931064213,11.8,11.664427363103757,53.04289797974289,,7.40953112,81.137,CAN,2012,GIRL,513.022
CAN-2012,4.69258737564087,4.8,33.5,42290.96541027452,1.51567823124517,1.58250294806031,7.392,24.494186476065906,3.8719394931064213,11.8,11.664427363103757,53.04289797974289,,7.40953112,81.137,CAN,2012,TOT,518.0
CAN-2015,4.7393798828125,4.7,33.7,44670.080538583774,1.12524136094277,1.70994583417735,6.945,23.85058193104848,3.982215113561963,13.0,12.38981090632131,54.011139558909406,9.91687,7.59109926,81.259,CAN,2015,BOY,520.0
CAN-2015,4.7393798828125,4.7,33.7,44670.080538583774,1.12524136094277,1.70994583417735,6.945,23.85058193104848,3.982215113561963,13.0,12.38981090632131,54.011139558909406,9.91687,7.59109926,81.259,CAN,2015,GIRL,511.0
CAN-2015,4.7393798828125,4.7,33.7,44670.080538583774,1.12524136094277,1.70994583417735,6.945,23.85058193104848,3.982215113561963,13.0,12.38981090632131,54.011139558909406,9.91687,7.59109926,81.259,CAN,2015,TOT,516.0
CAN-2018,4.8889799118042,4.6,32.5,49992.76227577082,2.26822567248103,1.78748605315357,5.837,22.676090231482974,4.134148895945498,12.0,13.057684669307484,55.21803721958302,,7.57710123,81.411,CAN,2018,BOY,514.0
CAN-2018,4.8889799118042,4.6,32.5,49992.76227577082,2.26822567248103,1.78748605315357,5.837,22.676090231482974,4.134148895945498,12.0,13.057684669307484,55.21803721958302,,7.57710123,81.411,CAN,2018,GIRL,510.0
CAN-2018,4.8889799118042,4.6,32.5,49992.76227577082,2.26822567248103,1.78748605315357,5.837,22.676090231482974,4.134148895945498,12.0,13.057684669307484,55.21803721958302,,7.57710123,81.411,CAN,2018,TOT,512.0
CHL-2006,3.04014992713928,7.6,47.3,15676.58342821085,3.39201733699409,3.61197042506372,9.024,21.06470601989398,21.968893067144386,10.0,19.61201732669067,40.86536065001744,,2.49547577,86.842,CHL,2006,BOY,424.0
CHL-2006,3.04014992713928,7.6,47.3,15676.58342821085,3.39201733699409,3.61197042506372,9.024,21.06470601989398,21.968893067144386,10.0,19.61201732669067,40.86536065001744,,2.49547577,86.842,CHL,2006,GIRL,396.0
CHL-2006,3.04014992713928,7.6,47.3,15676.58342821085,3.39201733699409,3.61197042506372,9.024,21.06470601989398,21.968893067144386,10.0,19.61201732669067,40.86536065001744,,2.49547577,86.842,CHL,2006,TOT,411.0
CHL-2009,4.25475978851318,7.5,47.0,16118.376746500046,0.353045178360957,3.74254898595635,11.313,24.12031560390407,22.639841997385453,12.7,14.605860565337295,28.086407595076402,,3.37831378,87.017,CHL,2009,BOY,431.0
CHL-2009,4.25475978851318,7.5,47.0,16118.376746500046,0.353045178360957,3.74254898595635,11.313,24.12031560390407,22.639841997385453,12.7,14.605860565337295,28.086407595076402,,3.37831378,87.017,CHL,2009,GIRL,410.0
CHL-2009,4.25475978851318,7.5,47.0,16118.376746500046,0.353045178360957,3.74254898595635,11.313,24.12031560390407,22.639841997385453,12.7,14.605860565337295,28.086407595076402,,3.37831378,87.017,CHL,2009,TOT,421.0
CHL-2012,4.54170417785645,7.2,,21584.681267262484,3.00744840213047,2.50262790345923,6.637,26.752662406660654,23.323503225147,10.5,18.99105955369864,30.360631476845036,,3.36552095,87.189,CHL,2012,BOY,435.525
CHL-2012,4.54170417785645,7.2,,21584.681267262484,3.00744840213047,2.50262790345923,6.637,26.752662406660654,23.323503225147,10.5,18.99105955369864,30.360631476845036,,3.36552095,87.189,CHL,2012,GIRL,410.543
CHL-2012,4.54170417785645,7.2,,21584.681267262484,3.00744840213047,2.50262790345923,6.637,26.752662406660654,23.323503225147,10.5,18.99105955369864,30.360631476845036,,3.36552095,87.189,CHL,2012,TOT,423.0
CHL-2015,4.90390014648438,6.8,44.4,22691.48662444846,4.34877353217053,2.34469553764708,6.491,25.470371041063068,24.034102096480044,10.0,17.54608292714718,29.829963989189494,7.75342,3.98668075,87.36,CHL,2015,BOY,432.0
CHL-2015,4.90390014648438,6.8,44.4,22691.48662444846,4.34877353217053,2.34469553764708,6.491,25.470371041063068,24.034102096480044,10.0,17.54608292714718,29.829963989189494,7.75342,3.98668075,87.36,CHL,2015,GIRL,413.0
CHL-2015,4.90390014648438,6.8,44.4,22691.48662444846,4.34877353217053,2.34469553764708,6.491,25.470371041063068,24.034102096480044,10.0,17.54608292714718,29.829963989189494,7.75342,3.98668075,87.36,CHL,2015,TOT,423.0
CHL-2018,5.473060131073,6.3,,25564.536716894498,2.43488981353057,4.41142252575542,7.235,23.049792647462226,25.152179058870363,8.8,18.395524498411135,36.6793840750524,,4.65451145,87.564,CHL,2018,BOY,421.0
CHL-2018,5.473060131073,6.3,,25564.536716894498,2.43488981353057,4.41142252575542,7.235,23.049792647462226,25.152179058870363,8.8,18.395524498411135,36.6793840750524,,4.65451145,87.564,CHL,2018,GIRL,414.0
CHL-2018,5.473060131073,6.3,,25564.536716894498,2.43488981353057,4.41142252575542,7.235,23.049792647462226,25.152179058870363,8.8,18.395524498411135,36.6793840750524,,4.65451145,87.564,CHL,2018,TOT,417.0
COL-2015,4.47038984298706,13.4,51.0,13378.675147177777,4.9898311584953,27.1287644105246,8.572,23.374781904132263,42.46933573681839,4.1,15.797262655066039,24.964923860137723,5.01742,5.32889223,79.764,COL,2015,TOT,390.0
COL-2015,4.47038984298706,13.4,51.0,13378.675147177777,4.9898311584953,27.1287644105246,8.572,23.374781904132263,42.46933573681839,4.1,15.797262655066039,24.964923860137723,5.01742,5.32889223,79.764,COL,2015,BOY,395.0
COL-2015,4.47038984298706,13.4,51.0,13378.675147177777,4.9898311584953,27.1287644105246,8.572,23.374781904132263,42.46933573681839,4.1,15.797262655066039,24.964923860137723,5.01742,5.32889223,79.764,COL,2015,GIRL,384.0
COL-2018,4.44910001754761,12.2,50.4,15161.31797443085,3.24056932930569,26.231325159933,9.36,21.22787107799117,44.41366471383506,4.0,14.60984244802715,26.566032532633894,,5.46089888,80.778,COL,2018,TOT,391.0
COL-2018,4.44910001754761,12.2,50.4,15161.31797443085,3.24056932930569,26.231325159933,9.36,21.22787107799117,44.41366471383506,4.0,14.60984244802715,26.566032532633894,,5.46089888,80.778,COL,2018,BOY,401.0
COL-2018,4.44910001754761,12.2,50.4,15161.31797443085,3.24056932930569,26.231325159933,9.36,21.22787107799117,44.41366471383506,4.0,14.60984244802715,26.566032532633894,,5.46089888,80.778,COL,2018,GIRL,381.0
CRI-2018,6.76991987228394,7.4,48.0,21144.409774032483,2.22111461526581,11.6054526979603,9.01,18.202866759705582,98.72177830003918,7.2,13.182148685143243,16.493555134282147,,5.27453423,79.34,CRI,2018,TOT,402.0
CRI-2018,6.76991987228394,7.4,48.0,21144.409774032483,2.22111461526581,11.6054526979603,9.01,18.202866759705582,98.72177830003918,7.2,13.182148685143243,16.493555134282147,,5.27453423,79.34,CRI,2018,BOY,411.0
CRI-2018,6.76991987228394,7.4,48.0,21144.409774032483,2.22111461526581,11.6054526979603,9.01,18.202866759705582,98.72177830003918,7.2,13.182148685143243,16.493555134282147,,5.27453423,79.34,CRI,2018,GIRL,394.0
CZE-2003,4.11728000640869,3.9,,19539.05727717575,0.118739205526791,1.59054843427339,7.777,29.39090163388646,131.92698330529313,17.0,14.985804610809748,17.671692045281773,,5.70741272,73.74,CZE,2003,BOY,524.0
CZE-2003,4.11728000640869,3.9,,19539.05727717575,0.118739205526791,1.59054843427339,7.777,29.39090163388646,131.92698330529313,17.0,14.985804610809748,17.671692045281773,,5.70741272,73.74,CZE,2003,GIRL,509.0
CZE-2003,4.11728000640869,3.9,,19539.05727717575,0.118739205526791,1.59054843427339,7.777,29.39090163388646,131.92698330529313,17.0,14.985804610809748,17.671692045281773,,5.70741272,73.74,CZE,2003,TOT,516.0
CZE-2006,4.1955099105835,3.4,26.7,23922.15715058684,2.53399258343635,1.26154618011095,7.141,28.443694364097798,132.54245954692556,14.5,14.222229522886781,18.241260928034013,,5.2702322,73.533,CZE,2006,BOY,514.0
CZE-2006,4.1955099105835,3.4,26.7,23922.15715058684,2.53399258343635,1.26154618011095,7.141,28.443694364097798,132.54245954692556,14.5,14.222229522886781,18.241260928034013,,5.2702322,73.533,CZE,2006,GIRL,504.0
CZE-2006,4.1955099105835,3.4,26.7,23922.15715058684,2.53399258343635,1.26154618011095,7.141,28.443694364097798,132.54245954692556,14.5,14.222229522886781,18.241260928034013,,5.2702322,73.533,CZE,2006,TOT,510.0
CZE-2009,4.1460599899292,2.9,26.2,27761.796167397926,1.01937735329232,0.901980615093206,6.662,27.614811143255984,135.21408596582083,15.0,13.570221934491897,15.535017245971176,,6.00805569,73.324,CZE,2009,BOY,495.0
CZE-2009,4.1460599899292,2.9,26.2,27761.796167397926,1.01937735329232,0.901980615093206,6.662,27.614811143255984,135.21408596582083,15.0,13.570221934491897,15.535017245971176,,6.00805569,73.324,CZE,2009,GIRL,490.0
CZE-2009,4.1460599899292,2.9,26.2,27761.796167397926,1.01937735329232,0.901980615093206,6.662,27.614811143255984,135.21408596582083,15.0,13.570221934491897,15.535017245971176,,6.00805569,73.324,CZE,2009,TOT,493.0
CZE-2012,4.22070980072021,2.6,26.1,29254.73126851443,3.28762306610411,0.99894734734051,6.979,26.155368469656477,136.09717726272174,16.7,14.928763446119653,14.681379702596109,,5.83021832,73.197,CZE,2012,BOY,504.71
CZE-2012,4.22070980072021,2.6,26.1,29254.73126851443,3.28762306610411,0.99894734734051,6.979,26.155368469656477,136.09717726272174,16.7,14.928763446119653,14.681379702596109,,5.83021832,73.197,CZE,2012,GIRL,492.903
CZE-2012,4.22070980072021,2.6,26.1,29254.73126851443,3.28762306610411,0.99894734734051,6.979,26.155368469656477,136.09717726272174,16.7,14.928763446119653,14.681379702596109,,5.83021832,73.197,CZE,2012,TOT,499.0
CZE-2015,5.75182008743286,2.5,25.9,33899.286566165654,0.309364548494975,0.83620005040956,5.048,26.538047268785387,136.58928895220825,13.6,14.76956045538332,14.901991467601686,13.21968,5.91782522,73.477,CZE,2015,BOY,496.0
CZE-2015,5.75182008743286,2.5,25.9,33899.286566165654,0.309364548494975,0.83620005040956,5.048,26.538047268785387,136.58928895220825,13.6,14.76956045538332,14.901991467601686,13.21968,5.91782522,73.477,CZE,2015,GIRL,489.0
CZE-2015,5.75182008743286,2.5,25.9,33899.286566165654,0.309364548494975,0.83620005040956,5.048,26.538047268785387,136.58928895220825,13.6,14.76956045538332,14.901991467601686,13.21968,5.91782522,73.477,CZE,2015,TOT,492.0
CZE-2018,4.26605987548828,2.5,25.0,41143.82704867113,2.14949494949493,,2.246,26.299886466986806,137.67553425722056,13.6,14.83340328652476,16.62092829018017,,6.31673288,73.792,CZE,2018,BOY,501.0
CZE-2018,4.26605987548828,2.5,25.0,41143.82704867113,2.14949494949493,,2.246,26.299886466986806,137.67553425722056,13.6,14.83340328652476,16.62092829018017,,6.31673288,73.792,CZE,2018,GIRL,498.0
CZE-2018,4.26605987548828,2.5,25.0,41143.82704867113,2.14949494949493,,2.246,26.299886466986806,137.67553425722056,13.6,14.83340328652476,16.62092829018017,,6.31673288,73.792,CZE,2018,TOT,499.0
DNK-2003,8.12193012237549,4.4,25.6,30821.943177174027,2.07507820646507,,4.19,20.69939748233661,134.76435,13.6,30.140777884416515,35.70570604706854,,7.47102213,85.36,DNK,2003,BOY,523.0
DNK-2003,8.12193012237549,4.4,25.6,30821.943177174027,2.07507820646507,,4.19,20.69939748233661,134.76435,13.6,30.140777884416515,35.70570604706854,,7.47102213,85.36,DNK,2003,GIRL,506.0
DNK-2003,8.12193012237549,4.4,25.6,30821.943177174027,2.07507820646507,,4.19,20.69939748233661,134.76435,13.6,30.140777884416515,35.70570604706854,,7.47102213,85.36,DNK,2003,TOT,514.0
DNK-2006,7.72990989685059,3.9,25.9,37331.98007919674,1.92422138464594,,3.897,23.272718118808836,135.9318,14.7,31.860291158869458,37.21202049492542,,7.68989229,86.098,DNK,2006,BOY,518.0
DNK-2006,7.72990989685059,3.9,25.9,37331.98007919674,1.92422138464594,,3.897,23.272718118808836,135.9318,14.7,31.860291158869458,37.21202049492542,,7.68989229,86.098,DNK,2006,GIRL,508.0
DNK-2006,7.72990989685059,3.9,25.9,37331.98007919674,1.92422138464594,,3.897,23.272718118808836,135.9318,14.7,31.860291158869458,37.21202049492542,,7.68989229,86.098,DNK,2006,TOT,513.0
DNK-2009,8.44888019561768,3.6,26.7,40331.82422552699,1.30470991024337,,6.409,20.168900134080367,138.077375,12.9,33.18383922008824,42.03344928538564,,9.01539803,86.654,DNK,2009,BOY,511.0
DNK-2009,8.44888019561768,3.6,26.7,40331.82422552699,1.30470991024337,,6.409,20.168900134080367,138.077375,12.9,33.18383922008824,42.03344928538564,,9.01539803,86.654,DNK,2009,GIRL,495.0
DNK-2009,8.44888019561768,3.6,26.7,40331.82422552699,1.30470991024337,,6.409,20.168900134080367,138.077375,12.9,33.18383922008824,42.03344928538564,,9.01539803,86.654,DNK,2009,TOT,503.0
DNK-2012,7.23782014846802,3.5,27.8,44803.968242121424,2.3979148566464,0.839141936305735,7.798,18.777700936708225,139.7893,12.8,33.44639821204139,41.86684023920791,,8.87701893,87.142,DNK,2012,BOY,506.953
DNK-2012,7.23782014846802,3.5,27.8,44803.968242121424,2.3979148566464,0.839141936305735,7.798,18.777700936708225,139.7893,12.8,33.44639821204139,41.86684023920791,,8.87701893,87.142,DNK,2012,GIRL,493.029
DNK-2012,7.23782014846802,3.5,27.8,44803.968242121424,2.3979148566464,0.839141936305735,7.798,18.777700936708225,139.7893,12.8,33.44639821204139,41.86684023920791,,8.87701893,87.142,DNK,2012,TOT,500.0
